press1.x,press1.y,release1.x,release1.y,press2.x,press2.y,release2.x,release2.y,press3.x,press3.y,release3.x,release3.y,press4.x,press4.y,release4.x,release4.y
-2.721733539,2.286049932,3.509685701,64.20264352,-2.8411518,1.474304755,3.5536432,62.54662296,-2.88350829,1.875789531,3.648059094,59.70318105,-2.857456963,1.967933579,3.674258004,61.53663239
-2.632436664,1.851656567,3.499763826,60.21727535,-2.806425237,2.672177368,3.53379945,62.7695488,-2.86366454,2.25533525,3.638137219,64.25723761,-2.837613213,1.786936343,3.644492379,64.71673782
-2.612592914,1.869207814,3.479920076,63.22677426,-2.796503362,2.005229979,3.5139557,61.15561117,-2.80413329,1.619102543,3.618293469,61.42175734,-2.817769463,1.829717508,3.634570504,63.25179655
-2.592749164,2.119313085,3.450154451,58.67044295,-2.697284612,2.237784002,3.504033825,60.16268126,-2.814055165,2.60965105,3.598449719,62.53069968,-2.797925713,1.559867084,3.624648629,63.27795621
-2.553061664,1.127667625,3.440232576,60.50389429,-2.677440862,2.286049932,3.4742682,62.07802373,-2.789250478,1.865916955,3.578605969,63.95697014,-2.788003838,1.915279837,3.604804879,62.93333106
-2.543139789,2.224620567,3.420388826,60.80074962,-2.667518987,1.974515296,3.464346325,58.47026464,-2.76444579,1.783645484,3.558762219,60.55166411,-2.768160088,1.793518061,3.594883004,60.93382271
-2.523296039,1.424941872,3.390623201,59.04691466,-2.657597112,1.671756284,3.45442445,61.26138721,-2.72475829,2.257529155,3.548840344,63.19265296,-2.748316338,1.787594515,3.555195504,62.30744887
-2.493530414,2.014005602,3.331091951,60.85534371,-2.617909612,1.931734132,3.444502575,61.36033899,-2.70491454,1.766094237,3.528996594,60.46749823,-2.728472588,1.303180096,3.545273629,62.34985678
-2.463764789,1.588387861,3.311248201,60.27186943,-2.578222112,1.812166261,3.41473695,59.70773056,-2.694992665,2.260820014,3.519074719,61.11466561,-2.718550713,1.622393402,3.525429879,63.24724704
-2.458803852,1.59935739,3.301326326,60.50389429,-2.538534612,1.849462661,3.404815075,62.03935292,-2.675148915,1.428232731,3.499230969,61.70496415,-2.698706963,1.902116402,3.495664254,59.61332828
-2.453842914,1.864820002,3.281482576,60.92017418,-2.548456487,1.648720272,3.384971325,59.72137908,-2.655305165,2.339800626,3.469465344,60.27528156,-2.668941338,1.926249367,3.475820504,61.3842239
-2.404233539,1.992066543,3.251716951,57.86972971,-2.558378362,1.698083155,3.37504945,60.62331885,-2.635461415,1.526958496,3.449621594,62.88328648,-2.659019463,1.768288143,3.465898629,61.14537478
-2.394311664,1.452365696,3.241795076,59.68157089,-2.459159612,2.435235532,3.3552057,59.96705246,-2.595773915,1.454559602,3.439699719,58.99800746,-2.649097588,1.809972355,3.446054879,59.84421577
-2.349663227,2.334315861,3.212029451,58.36790073,-2.454198675,1.621296449,3.33536195,59.42566112,-2.556086415,1.98329092,3.429777844,61.19996887,-2.629253838,1.444687025,3.416289254,60.94064697
-2.305014789,1.744155178,3.192185701,59.23458182,-2.449237737,1.978903108,3.325440075,61.51388486,-2.50647704,1.71124659,3.419855969,60.36058482,-2.599488213,1.777063767,3.396445504,60.31281499
-2.285171039,1.86043219,3.172341951,59.15610283,-2.429393987,1.48746819,3.305596325,59.51437651,-2.501516103,1.987678732,3.390090344,59.51210175,-2.579644463,1.833008367,3.386523629,61.10442922
-2.245483539,1.592775672,3.162420076,57.56263798,-2.389706487,2.123700896,3.29567445,59.88971084,-2.496555165,1.76719119,3.380168469,60.98841679,-2.559800713,1.721777338,3.356758004,60.06714161
-2.235561664,1.737573461,3.142576326,59.21069691,-2.379784612,1.698083155,3.265908825,59.77369841,-2.48663329,1.992066543,3.370246594,60.23092387,-2.549878838,1.549994508,3.346836129,60.7040726
-2.185952289,1.847268755,3.073123201,57.13270956,-2.369862737,2.044720285,3.25598695,59.38471555,-2.44694579,1.513795061,3.350402844,61.0907807,-2.530035088,1.658592849,3.336914254,59.10264612
-2.156186664,1.873595626,3.053279451,57.17820463,-2.350018987,1.948188426,3.246065075,60.11263668,-2.437023915,1.496243813,3.330559094,60.69497359,-2.520113213,1.898825543,3.317070504,60.54029035
-2.146264789,1.709052684,3.043357576,59.029854,-2.290487737,1.967933579,3.21629945,59.38471555,-2.42710204,2.066659343,3.320637219,59.74412661,-2.510191338,1.615811684,3.237695504,59.16292709
-2.116499164,1.842880943,3.013591951,57.81968513,-2.310331487,1.667368472,3.206377575,59.5246129,-2.337805165,1.658592849,3.300793469,60.67677556,-2.490347588,2.119313085,3.227773629,59.11856939
-2.056967914,1.891146873,3.003670076,57.27829379,-2.30537055,1.772675955,3.186533825,58.71593802,-2.32788329,1.930637179,3.290871594,59.26529099,-2.470503838,1.640164039,3.207929879,59.29258804
-2.037124164,1.505019437,2.983826326,58.30193288,-2.300409612,2.075434967,3.17661195,58.66134393,-2.317961415,1.71124659,3.271027844,60.46749823,-2.450660088,1.65530199,3.188086129,58.68409147
-2.017280414,1.941606708,2.963982576,57.10541252,-2.260722112,1.641041602,3.1567682,59.37789129,-2.30803954,1.780354626,3.251184094,59.58261911,-2.430816338,1.611789523,3.178164254,58.64257722
-2.007358539,1.773772908,2.934216951,57.05991745,-2.201190862,1.917473743,3.146846325,58.5749033,-2.298117665,1.656712358,3.241262219,59.33922048,-2.391128838,1.717828308,3.168242379,58.63177214
-1.997436664,1.777063767,2.914373201,57.02157161,-2.171425237,1.820941884,3.127002575,59.36196802,-2.258430165,1.834653796,3.231340344,59.95795344,-2.381206963,1.882371249,3.148398629,58.72617441
-1.987514789,1.819844931,2.894529451,57.1554571,-2.176386175,1.794615014,3.1170807,59.35741851,-2.238586415,1.919981064,3.221418469,58.87289601,-2.371285088,1.82478122,3.138476754,58.59310133
-1.937905414,1.557673178,2.884607576,56.22508291,-2.159022894,1.564254896,3.107158825,57.90677569,-2.22866454,2.099567932,3.181730969,59.01620548,-2.361363213,1.573030519,3.118633004,58.14724964
-1.937905414,1.877983437,2.834998201,56.67775886,-2.141659612,1.869207814,3.0773932,58.15179914,-2.238586415,1.851656567,3.171809094,59.08786022,-2.341519463,1.68491972,3.108711129,58.56580429
-1.937905414,1.702470967,2.805232576,56.07267442,-2.121815862,2.02058732,3.05754945,58.59765083,-2.22866454,1.760609473,3.161887219,59.37106703,-2.331597588,1.944897567,3.098789254,58.22459126
-1.868452289,1.898825543,2.775466951,56.05447639,-2.111893987,1.820941884,3.0377057,57.84438245,-2.218742665,1.891146873,3.142043469,59.50072798,-2.301831963,1.718768553,3.059101754,58.20411847
-1.858530414,1.71124659,2.765545076,56.19778586,-2.062284612,1.818747978,3.01786195,57.91067527,-2.10960204,1.750736896,3.132121594,59.14814119,-2.291910088,1.886132231,3.049179879,58.26553682
-1.838686664,1.783645484,2.735779451,55.76785745,-2.052362737,1.793518061,3.007940075,58.62039837,-2.08975829,1.948188426,3.122199719,59.53484929,-2.281988213,1.642138555,3.039258004,58.32468041
-1.798999164,1.833008367,2.725857576,55.36750083,-2.002753362,2.027169038,2.988096325,57.89702675,-2.08975829,1.851656567,3.092434094,59.23116969,-2.262144463,1.658592849,3.029336129,57.90726314
-1.769233539,2.014005602,2.706013826,55.2560379,-1.972987737,1.921861555,2.97817445,57.53192881,-2.08975829,1.747446037,3.032902844,58.43614333,-2.252222588,1.654205037,3.009492379,57.85153168
-1.764272602,2.122603944,2.686170076,55.4812385,-1.913456487,1.59935739,2.948408825,57.4784721,-2.059992665,2.125894802,3.013059094,57.76054154,-2.24726165,1.869207814,2.999570504,57.67182615
-1.759311664,1.750736896,2.666326326,55.04448583,-1.933300237,1.760609473,2.9186432,57.58311076,-2.040148915,1.926249367,2.993215344,58.08469391,-2.242300713,1.763900331,2.979726754,57.38293245
-1.699780414,1.75951252,2.656404451,54.90458848,-1.938261175,1.846171802,2.85911195,56.88703618,-1.99053954,1.665174567,2.973371594,57.80603661,-2.212535088,1.698083155,2.959883004,57.47392259
-1.679936664,1.614714731,2.596873201,54.51674301,-1.943222112,1.987678732,2.849190075,56.19778586,-1.995500478,1.781451578,2.963449719,57.72869499,-2.192691338,2.086404496,2.930117379,57.19412791
-1.650171039,1.913085932,2.577029451,54.80563671,-1.853925237,1.874849286,2.8392682,56.62771428,-2.000461415,1.76719119,2.943605969,57.45344981,-2.182769463,1.818199502,2.920195504,56.84950275
-1.620405414,1.813263214,2.557185701,54.29381716,-1.858886175,1.747446037,2.81942445,56.49395877,-1.960773915,1.829717508,2.933684094,57.22483708,-2.172847588,1.859335237,2.900351754,57.14977022
-1.615444477,1.627878167,2.537341951,53.63527602,-1.811757269,1.609229966,2.809502575,56.60041724,-1.955812978,1.575224425,2.923762219,57.37838294,-2.162925713,1.724410025,2.880508004,56.90409683
-1.610483539,2.198293697,2.507576326,54.2528716,-1.764628362,1.793518061,2.789658825,56.19437373,-1.95085204,1.884565155,2.913840344,57.03262041,-2.153003838,1.730991743,2.870586129,57.11906104
-1.541030414,1.882371249,2.497654451,53.86161399,-1.744784612,1.916220083,2.769815075,56.35669365,-1.921086415,1.825329696,2.893996594,57.24872199,-2.113316338,1.971224437,2.860664254,56.34109534
-1.521186664,1.786936343,2.477810701,53.74787632,-1.715018987,1.786936343,2.7598932,55.84064956,-1.896281728,1.915279837,2.884074719,56.61747789,-2.113316338,1.882371249,2.840820504,56.38886516
-1.501342914,1.744155178,2.457966951,53.79223401,-1.625722112,1.777063767,2.749971325,55.52900833,-1.87147704,1.862027758,2.844387219,56.59359298,-2.113316338,1.628975119,2.820976754,56.61747789
-1.481499164,1.755124708,2.443084138,53.47831802,-1.635643987,1.958061002,2.730127575,56.13977965,-1.861555165,1.971224437,2.834465344,56.52762513,-2.093472588,1.68491972,2.801133004,56.16707669
-1.471577289,1.794615014,2.428201326,53.44078459,-1.645565862,2.078506435,2.7202057,55.53242046,-1.846672353,1.807778449,2.814621594,56.39113991,-2.024019463,1.763900331,2.791211129,55.73032401
-1.431889789,1.794615014,2.398435701,53.12004434,-1.655487737,1.75951252,2.70036195,55.54948111,-1.83178954,1.856044379,2.804699719,56.58335659,-2.014097588,1.919468203,2.761445504,56.35815599
-1.412046039,1.89026931,2.378591951,53.63868815,-1.605878362,1.803390637,2.690440075,55.30380773,-1.81194579,1.777063767,2.784855969,56.39113991,-1.984331963,1.849462661,2.751523629,55.71326336
-1.402124164,1.799002826,2.328982576,50.54957286,-1.600917425,1.899922496,2.66067445,55.21281759,-1.79210204,1.744155178,2.774934094,56.13977965,-1.994253838,1.716511964,2.731679879,55.8190394
-1.392202289,1.665174567,2.309138826,50.26295391,-1.595956487,2.027169038,2.630908825,55.18877019,-1.782180165,2.040332473,2.765012219,56.20461012,-1.96944915,1.856044379,2.721758004,55.45052933
-1.372358539,1.523667637,2.269451326,48.91357012,-1.566190862,1.763900331,2.62098695,54.85795604,-1.77225829,1.790227202,2.755090344,55.72691188,-1.944644463,1.882371249,2.711836129,55.38228673
-1.352514789,1.874849286,2.259529451,47.09649701,-1.536425237,1.829717508,2.611065075,54.69644854,-1.742492665,1.8201441,2.735246594,56.29560027,-1.914878838,1.71289202,2.706875191,55.03083731
-1.302905414,2.395745226,2.229763826,47.51960116,-1.466972112,2.031556849,2.591221325,54.56223808,-1.71272704,1.875789531,2.715402844,55.78150597,-1.904956963,2.010244621,2.701914254,55.23215299
-1.273139789,1.730991743,2.219841951,46.27189885,-1.486815862,1.867013908,2.5614557,54.87160456,-1.69288329,1.913085932,2.685637219,55.42664442,-1.979371025,1.884016679,2.672148629,55.11955269
-1.263217914,1.559867084,2.199998201,46.20024412,-1.447128362,1.917473743,2.551533825,54.28358077,-1.67303954,1.615811684,2.675715344,55.43688081,-1.907437431,1.777063767,2.662226754,54.79198819
-1.233452289,1.801510147,2.180154451,45.58264853,-1.457050237,1.842880943,2.531690075,54.34841125,-1.663117665,1.777063767,2.655871594,55.10249204,-1.835503838,1.816554073,2.642383004,55.21736709
-1.238413227,1.575224425,2.140466951,43.61726149,-1.43224555,1.81918676,2.50192445,53.43396033,-1.65319579,1.826426649,2.636027844,55.14457498,-1.805738213,1.90869812,2.632461129,54.61943188
-1.211128071,1.669875793,2.110701326,42.55608897,-1.407440862,1.665174567,2.492002575,54.3313506,-1.623430165,1.87908039,2.616184094,54.82610949,-1.795816338,1.579612237,2.592773629,54.19827751
-1.183842914,1.715634402,2.090857576,42.93434798,-1.397518987,1.733812479,2.472158825,53.3964269,-1.603586415,1.641041602,2.606262219,54.49399547,-1.785894463,1.911988979,2.582851754,54.51901776
-1.154077289,1.829717508,2.080935701,41.89413569,-1.337987737,1.842880943,2.46223695,53.96170315,-1.57382079,1.781451578,2.586418469,54.64867871,-1.780933525,1.895534684,2.563008004,54.30064142
-1.144155414,1.707955731,2.061091951,40.36777608,-1.357831487,1.733185649,2.4423932,53.26676595,-1.55397704,1.803390637,2.566574719,54.26652012,-1.775972588,1.72989479,2.553086129,53.67768392
-1.134233539,2.000842167,2.041248201,40.50198653,-1.318143987,2.171966826,2.42254945,53.33387117,-1.549016103,1.90869812,2.546730969,54.60318364,-1.736285088,1.965739673,2.533242379,53.99696183
-1.114389789,1.754027755,2.031326326,40.16304826,-1.278456487,2.139058238,2.412627575,53.86730088,-1.544055165,1.694792296,2.487199719,53.56589603,-1.716441338,2.000842167,2.523320504,54.04473165
-1.054858539,1.833008367,2.011482576,39.94922143,-1.248690862,1.869207814,2.38286195,53.25198005,-1.524211415,1.83410532,2.477277844,54.08226509,-1.686675713,1.712343543,2.513398629,54.23581095
-1.015171039,1.74086432,2.001560701,41.42326171,-1.228847112,1.83410532,2.372940075,53.32136003,-1.504367665,1.66696958,2.457434094,54.12321065,-1.656910088,1.770482049,2.493554879,53.74939282
-0.955639789,1.829717508,1.981716951,40.62482322,-1.209003362,1.545387305,2.353096325,52.44216779,-1.484523915,1.82313579,2.437590344,53.72057927,-1.656910088,1.885662108,2.473711129,53.70351862
-0.915952289,1.777063767,1.961873201,40.07205812,-1.189159612,1.917473743,2.333252575,51.77702986,-1.479562978,1.747446037,2.417746594,53.34865707,-1.656910088,1.622393402,2.463789254,53.76932399
-0.906030414,1.638847696,1.951951326,39.61710741,-1.179237737,1.68491972,2.293565075,50.6701348,-1.47460204,1.808326926,2.397902844,53.6750842,-1.627144463,1.856044379,2.453867379,53.62503963
-0.886186664,1.576321378,1.902341951,39.96286995,-1.184198675,2.152221673,2.2836432,50.24703064,-1.43491454,1.750736896,2.387980969,53.35889346,-1.597378838,1.66973114,2.443945504,54.00719822
-0.866342914,1.662980661,1.882498201,39.31456519,-1.161874456,1.838493131,2.273721325,50.18106279,-1.405148915,1.746349084,2.378059094,53.51585146,-1.577535088,1.746349084,2.424101754,53.26676595
-0.861381977,1.721119167,1.862654451,39.64440445,-1.139550237,1.957590879,2.26379945,48.91175032,-1.35553954,1.724410025,2.348293469,52.78338082,-1.567613213,1.661883708,2.404258004,53.46125737
-0.856421039,1.882371249,1.852732576,39.06889181,-1.129628362,1.875789531,2.253877575,47.91540828,-1.385305165,1.779696454,2.338371594,52.50586089,-1.547769463,1.765545761,2.394336129,52.61504906
-0.786967914,1.408487578,1.832888826,38.39783952,-1.080018987,1.627878167,2.2439557,47.10104651,-1.370422353,1.87908039,2.298684094,50.76226231,-1.537847588,1.883567925,2.374492379,52.50244876
-0.777046039,1.806681496,1.803123201,38.21585924,-1.050253362,1.645429414,2.22411195,46.73253644,-1.35553954,1.747446037,2.288762219,50.49952828,-1.527925713,1.716182878,2.364570504,51.94354182
-0.757202289,1.671756284,1.793201326,38.37509199,-1.030409612,1.895534684,2.214190075,46.52325912,-1.31585204,1.68491972,2.278840344,50.68150856,-1.498160088,1.837944655,2.354648629,51.79954992
-0.747280414,1.891146873,1.783279451,39.36688452,-1.010565862,2.277274308,2.194346325,45.66340228,-1.31585204,1.762019841,2.268918469,49.53633265,-1.458472588,1.727700884,2.334804879,50.87486261
-0.737358539,1.601551296,1.763435701,37.97928487,-0.990722112,1.939412802,2.18442445,45.80898651,-1.31585204,2.027169038,2.258996594,48.97544342,-1.438628838,1.939961279,2.324883004,50.71638812
-0.727436664,2.031556849,1.743591951,36.91470022,-0.980800237,1.750736896,2.174502575,44.60848534,-1.266242665,1.886759061,2.239152844,47.72887849,-1.448550713,1.810703657,2.314961129,50.42104928
-0.697671039,1.816554073,1.733670076,36.88285367,-0.951034612,2.180742449,2.154658825,44.71710482,-1.23647704,1.78583939,2.229230969,47.49002937,-1.438628838,1.743423876,2.295117379,49.76796755
-0.628217914,1.658592849,1.723748201,36.60533374,-0.931190862,2.040332473,2.14473695,44.41228785,-1.21663329,1.715634402,2.219309094,47.10884567,-1.428706963,1.790227202,2.285195504,48.64878881
-0.618296039,1.601551296,1.693982576,37.15127459,-0.91630805,1.676144096,2.1248932,44.22803281,-1.19678954,1.695889249,2.209387219,46.14110053,-1.389019463,1.85275352,2.275273629,47.66746014
-0.588530414,2.215218113,1.674138826,37.9633616,-0.901425237,1.974515296,2.10504945,42.98260525,-1.17694579,1.895534684,2.189543469,46.61424926,-1.379097588,1.816554073,2.265351754,47.08739799
-0.519077289,1.790227202,1.664216951,36.64969144,-0.891503362,1.627878167,2.0852057,43.31699402,-1.15710204,1.820941884,2.169699719,45.804437,-1.359253838,1.607584537,2.245508004,46.41179619
-0.499233539,1.421651013,1.634451326,36.53709114,-0.881581487,2.448398967,2.06536195,42.00559861,-1.13725829,1.765780822,2.159777844,45.26532042,-1.329488213,1.974515296,2.225664254,46.56875419
-0.449624164,2.13247652,1.614607576,36.92119952,-0.841893987,1.689307531,2.0455182,40.73401139,-1.09757079,1.735379555,2.139934094,44.28945115,-1.319566338,1.714537449,2.215742379,45.79230498
-0.449624164,1.513795061,1.604685701,37.44699255,-0.802206487,1.772675955,2.02567445,40.09025615,-1.087648915,1.680531908,2.120090344,43.95733714,-1.289800713,1.794615014,2.205820504,46.01940121
-0.449624164,1.943800614,1.584841951,37.41254628,-0.792284612,1.955501445,2.015752575,40.45762884,-1.07772704,1.814360167,2.100246594,42.94734657,-1.279878838,1.829717508,2.185976754,45.21755059
-0.409936664,1.395324143,1.564998201,35.72727888,-0.772440862,1.741961273,1.995908825,39.26338324,-1.01819579,1.750736896,2.080402844,42.81541087,-1.250113213,1.87140172,2.176054879,45.11518668
-0.400014789,2.145639955,1.555076326,34.63312244,-0.752597112,1.715634402,1.976065075,40.46786523,-0.99835204,1.777063767,2.070480969,42.42984015,-1.240191338,1.721119167,2.166133004,44.58630649
-0.380171039,1.706858778,1.525310701,34.75368437,-0.732753362,1.75951252,1.956221325,40.36891345,-0.97850829,1.877983437,2.060559094,42.21942545,-1.225308525,1.770482049,2.146289254,44.30309968
-0.340483539,1.872498673,1.515388826,34.94476367,-0.712909612,2.040332473,1.94629945,40.30408298,-0.968586415,1.891146873,2.050637219,41.01721821,-1.210425713,2.040332473,2.136367379,43.60020084
-0.320639789,1.886759061,1.485623201,35.4622701,-0.702987737,1.898825543,1.9264557,38.89487317,-0.95866454,1.895534684,2.030793469,40.723775,-1.200503838,1.842880943,2.126445504,42.56973749
-0.290874164,1.721119167,1.475701326,34.6399467,-0.693065862,1.807778449,1.916533825,39.40498665,-0.93882079,1.707485609,2.020871594,40.29043446,-1.190581963,1.777063767,2.106601754,42.94507182
-0.221421039,1.86043219,1.465779451,34.5273464,-0.673222112,1.63665379,1.896690075,38.84027908,-0.928898915,1.911988979,2.001027844,40.4985744,-1.170738213,1.642138555,2.096679879,42.47419784
-0.211499164,2.277274308,1.445935701,34.17930911,-0.603768987,1.641041602,1.8867682,40.29043446,-0.89913329,1.658592849,1.911730969,39.2360862,-1.160816338,1.90869812,2.086758004,42.20805168
-0.191655414,1.390936331,1.426091951,34.44545527,-0.593847112,2.000842167,1.876846325,39.73084509,-0.87928954,1.681628861,1.901809094,39.71037231,-1.140972588,1.800099778,2.066914254,40.97968477
-0.181733539,1.715634402,1.416170076,35.05395184,-0.583925237,1.926249367,1.86692445,39.3828078,-0.85944579,1.681628861,1.881965344,39.94922143,-1.131050713,1.612520825,2.056992379,40.18465842
-0.161889789,1.559867084,1.406248201,33.89382754,-0.564081487,1.705605118,1.8470807,39.93752269,-0.83960204,1.689307531,1.872043469,39.4612868,-1.121128838,1.74086432,2.047070504,40.30408298
-0.132124164,1.746349084,1.396326326,33.29556736,-0.544237737,1.892243826,1.837158825,39.22926194,-0.829680165,1.777063767,1.862121594,39.81728572,-1.111206963,1.760975124,2.037148629,40.12058619
-0.102358539,1.592775672,1.386404451,31.73963595,-0.524393987,1.820941884,1.8073932,38.87781252,-0.83960204,1.735379555,1.842277844,39.43398975,-1.101285088,1.816554073,2.017304879,40.5770534
-0.092436664,1.5871342,1.356638826,33.30239162,-0.504550237,1.86043219,1.78754945,38.2522553,-0.824719228,1.540121931,1.812512219,38.74815157,-1.071519463,1.793518061,2.007383004,39.84685752
-0.062671039,1.777063767,1.336795076,33.89610229,-0.494628362,2.221329708,1.7677057,39.38053305,-0.809836415,1.755124708,1.802590344,37.89170686,-1.051675713,1.698083155,1.997461129,40.63847175
-0.013061664,1.553285366,1.316951326,34.37607529,-0.464862737,1.816554073,1.757783825,39.19400326,-0.770148915,2.007423885,1.782746594,38.24900565,-1.041753838,1.681628861,1.957773629,39.14737081
